Head,Name,Manufacturer,Model,Mode,Universe,Address,X Pos(MagicQ),Y Pos(MagicQ),Z Pos(MagicQ),X Rot(MagicQ),Y Rot(MagicQ),Z Rot(MagicQ),X Pos(Unity),Y Pos(Unity),Z Pos(Unity),X Rot(Unity),Y Rot(Unity),Z Rot(Unity)
133,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
185,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
237,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
289,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
341,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
393,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
445,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
497,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
549,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
601,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
653,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
705,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
757,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
809,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
861,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
913,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
965,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1017,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1069,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1121,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1173,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1225,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1277,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1329,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1381,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1433,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1485,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1537,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
30,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
82,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
134,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
186,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
238,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
290,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
342,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
394,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
446,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
498,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
550,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
602,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
654,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
706,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
758,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
810,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
862,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
914,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
966,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1018,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1070,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1122,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1174,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1226,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1278,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1330,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1382,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1434,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1486,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1538,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
31,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
83,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
135,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
187,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
239,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
291,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
343,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
395,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
447,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
499,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
551,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
603,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
655,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
707,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
759,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
811,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
863,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
915,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
967,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1019,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1071,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1123,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1175,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1227,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1279,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1331,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1383,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1435,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1487,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1539,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
32,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
84,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
136,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
188,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
240,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
292,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
344,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
396,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
448,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
500,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
552,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
604,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
656,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
708,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
760,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
812,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
864,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
916,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
968,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1020,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1072,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1124,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1176,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1228,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1280,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1332,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1384,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1436,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1488,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1540,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
38,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
90,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
142,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
194,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
246,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
298,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
350,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
402,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
454,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
506,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
558,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
610,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
662,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
714,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
766,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
818,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
870,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
922,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
974,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1026,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
1078,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.65m,8.74m,-1.62m,-179.98°,90°,0°,2.646,8.743,1.617,270.02,270,0
1130,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.56m,8.74m,-1.62m,-179.98°,90°,0°,3.56,8.743,1.617,270.02,270,0
1182,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,3.83m,8.74m,-1.62m,-179.98°,90°,0°,3.827,8.743,1.617,270.02,270,0
1234,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,4.09m,8.74m,-1.62m,-179.98°,90°,0°,4.087,8.743,1.617,270.02,270,0
1286,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.15m,8.74m,-1.62m,-179.98°,90°,0°,5.153,8.743,1.617,270.02,270,0
1338,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.42m,8.74m,-1.62m,-179.98°,90°,0°,5.42,8.743,1.617,270.02,270,0
1390,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,5.68m,8.74m,-1.62m,-179.98°,90°,0°,5.68,8.743,1.617,270.02,270,0
1442,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.67m,8.74m,-1.62m,-179.98°,90°,0°,6.668,8.743,1.617,270.02,270,0
1494,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,6.94m,8.74m,-1.62m,-179.98°,90°,0°,6.935,8.743,1.617,270.02,270,0
1546,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,7.2m,8.74m,-1.62m,-179.98°,90°,0°,7.195,8.743,1.617,270.02,270,0
39,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-7.16m,8.74m,-1.62m,-179.98°,90°,0°,-7.163,8.743,1.617,270.02,270,0
91,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.9m,8.74m,-1.62m,-179.98°,90°,0°,-6.896,8.743,1.617,270.02,270,0
143,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-6.64m,8.74m,-1.62m,-179.98°,90°,0°,-6.636,8.743,1.617,270.02,270,0
195,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.65m,8.74m,-1.62m,-179.98°,90°,0°,-5.65,8.743,1.617,270.02,270,0
247,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.38m,8.74m,-1.62m,-179.98°,90°,0°,-5.383,8.743,1.617,270.02,270,0
299,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-5.12m,8.74m,-1.62m,-179.98°,90°,0°,-5.123,8.743,1.617,270.02,270,0
351,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-4.08m,8.74m,-1.62m,-179.98°,90°,0°,-4.084,8.743,1.617,270.02,270,0
403,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.82m,8.74m,-1.62m,-179.98°,90°,0°,-3.817,8.743,1.617,270.02,270,0
455,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-3.56m,8.74m,-1.62m,-179.98°,90°,0°,-3.557,8.743,1.617,270.02,270,0
507,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.56m,8.74m,-1.62m,-179.98°,90°,0°,-2.56,8.743,1.617,270.02,270,0
559,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.29m,8.74m,-1.62m,-179.98°,90°,0°,-2.293,8.743,1.617,270.02,270,0
611,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-2.03m,8.74m,-1.62m,-179.98°,90°,0°,-2.033,8.743,1.617,270.02,270,0
663,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-1.02m,8.74m,-1.62m,-179.98°,90°,0°,-1.019,8.743,1.617,270.02,270,0
715,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.75m,8.74m,-1.62m,-179.98°,90°,0°,-0.752,8.743,1.617,270.02,270,0
767,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,-0.49m,8.74m,-1.62m,-179.98°,90°,0°,-0.492,8.743,1.617,270.02,270,0
819,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.53m,8.74m,-1.62m,-179.98°,90°,0°,0.533,8.743,1.617,270.02,270,0
871,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,0.8m,8.74m,-1.62m,-179.98°,90°,0°,0.8,8.743,1.617,270.02,270,0
923,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,1.06m,8.74m,-1.62m,-179.98°,90°,0°,1.06,8.743,1.617,270.02,270,0
975,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.12m,8.74m,-1.62m,-179.98°,90°,0°,2.119,8.743,1.617,270.02,270,0
1027,ParLight,Generic Dimmer,Generic Dimmer,1ch,0,0,2.39m,8.74m,-1.62m,-179.98°,90°,0°,2.386,8.743,1.617,270.02,270,0
